,Package,Version,License,Depends,Imports,Suggests,Bioc_Category,Bioc_Version,Bioc_Date
6598,mgu74bv2probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6599,mgu74c.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6600,mgu74ccdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6601,mgu74cprobe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6602,mgu74cv2.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6603,mgu74cv2cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6604,mgu74cv2probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6605,mguatlas5k.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6606,mgug4104a.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6607,mgug4120a.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6608,mgug4121a.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6609,mgug4122a.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6610,mi16cod.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6611,mirbase.db,1.2.0,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.22.5)","methods,AnnotationDbi",,AnnotationData,3.0,2014-10-14
6612,mirna102xgaincdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6613,mirna10cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6614,mirna10probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6615,mirna20cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6616,miRNAtap.db,0.99.6,GPL-2,miRNAtap,"AnnotationDbi,DBI,RSQLite,miRNAtap",,AnnotationData,3.0,2014-10-14
6617,mm24kresogen.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.19),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,3.0,2014-10-14
6618,MmAgilentDesign026655.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6619,moe430a.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6620,moe430acdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6621,moe430aprobe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6622,moe430b.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6623,moe430bcdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6624,moe430bprobe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6625,moex10stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6626,moex10sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6627,MoExExonProbesetLocation,1.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6628,mogene.1.0.st.v1frmavecs,1.0.0,GPL (>= 2),R (>= 2.10.0),,,AnnotationData,3.0,2014-10-14
6629,mogene10stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6630,mogene10sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6631,mogene10stv1cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6632,mogene10stv1probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6633,mogene11stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6634,mogene11sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6635,mogene20stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6636,mogene20sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6637,mogene21stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6638,mogene21sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6639,mouse.db0,3.0.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)","methods,AnnotationDbi",,AnnotationData,3.0,2014-10-14
6640,mouse4302.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6641,mouse4302cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6642,mouse4302frmavecs,1.3.0,GPL (>= 2),R (>= 2.10.0),,,AnnotationData,3.0,2014-10-14
6643,mouse4302probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6644,mouse430a2.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6645,mouse430a2cdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6646,mouse430a2frmavecs,1.1.0,GPL (>= 2),R (>= 2.10.0),,,AnnotationData,3.0,2014-10-14
6647,mouse430a2probe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6648,mouseCHRLOC,2.1.6,"The Artistic License, Version 2.0",R (>= 2.7.0),,,AnnotationData,3.0,2014-10-14
6649,mpedbarray.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6650,mta10stprobeset.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6651,mta10sttranscriptcluster.db,8.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6652,mu11ksuba.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6653,mu11ksubacdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6654,mu11ksubaprobe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6655,mu11ksubb.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6656,mu11ksubbcdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6657,mu11ksubbprobe,2.15.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6658,Mu15v1.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6659,mu19ksuba.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6660,mu19ksubacdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6661,mu19ksubb.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6662,mu19ksubbcdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6663,mu19ksubc.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6664,mu19ksubccdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6665,Mu22v3.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6666,mu6500subacdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6667,mu6500subbcdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6668,mu6500subccdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6669,mu6500subdcdf,2.15.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6670,Mus.musculus,1.1.2,Artistic-2.0,"R (>= 1.6),AnnotationDbi(>= 1.17.11), methods,OrganismDbi,GenomicFeatures,GO.db,org.Mm.eg.db,TxDb.Mmusculus.UCSC.mm10.knownGene","GenomicFeatures,AnnotationDbi",,AnnotationData,3.0,2014-10-14
6671,mwgcod.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6672,Norway981.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6673,nugohs1a520180.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6674,nugohs1a520180cdf,3.0.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6675,nugohs1a520180probe,3.0.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6676,nugomm1a520177.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Mm.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6677,nugomm1a520177cdf,3.0.0,LGPL,utils,AnnotationDbi,,AnnotationData,3.0,2014-10-14
6678,nugomm1a520177probe,3.0.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",,,AnnotationData,3.0,2014-10-14
6679,oligoData,1.8.0,LGPL (>= 2),"R (>= 2.15.0),oligo",,"pd.hg.u95av2,pd.huex.1.0.st.v2,pd.mapping50k.xba240,pd.hg18.60mer.expr,pd.2006.07.18.hg18.refseq.promoter,pd.hugene.1.0.st.v1",AnnotationData,3.0,2014-10-14
6680,OperonHumanV3.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6681,org.Ag.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6682,org.At.tair.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6683,org.Bt.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6684,org.Ce.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6685,org.Cf.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6686,org.Dm.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6687,org.Dr.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6688,org.EcK12.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6689,org.EcSakai.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6690,org.Gg.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6691,org.Hs.eg.db,3.0.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,3.0,2014-10-14
6692,org.Hs.ipi.db,1.3.0,"The Artistic License, Version 2.0","R (>= 2.12.0), methods,AnnotationDbi(>= 1.3.12),PAnnBuilder(>= 1.3.0)","methods,AnnotationDbi,PAnnBuilder",,AnnotationData,3.0,2014-10-14
6693,org.MeSH.Aca.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6694,org.MeSH.Aga.PEST.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6695,org.MeSH.Ame.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6696,org.MeSH.Aml.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6697,org.MeSH.Ana.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6698,org.MeSH.Ani.FGSC.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6699,org.MeSH.Ath.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6700,org.MeSH.Atu.K84.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6701,org.MeSH.Bfl.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6702,org.MeSH.Bsu.168.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6703,org.MeSH.Bsu.Bsn5.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6704,org.MeSH.Bsu.RONN1.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6705,org.MeSH.Bsu.TUB10.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6706,org.MeSH.Bsu.W23.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6707,org.MeSH.Bta.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6708,org.MeSH.Cal.SC5314.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6709,org.MeSH.Cbr.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6710,org.MeSH.Cel.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6711,org.MeSH.Cfa.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6712,org.MeSH.Cin.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6713,org.MeSH.Cja.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6714,org.MeSH.Cpo.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6715,org.MeSH.Cre.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6716,org.MeSH.Dan.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6717,org.MeSH.Dda.3937.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6718,org.MeSH.Ddi.AX4.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6719,org.MeSH.Der.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6720,org.MeSH.Dgr.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6721,org.MeSH.Dme.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6722,org.MeSH.Dmo.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6723,org.MeSH.Dpe.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6724,org.MeSH.Dre.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6725,org.MeSH.Dse.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6726,org.MeSH.Dsi.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6727,org.MeSH.Dvi.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6728,org.MeSH.Dya.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6729,org.MeSH.Eco.536.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6730,org.MeSH.Eco.55989.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6731,org.MeSH.Eco.APEC01.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6732,org.MeSH.Eco.B.REL606.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6733,org.MeSH.Eco.BW2952.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6734,org.MeSH.Eco.CFT073.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6735,org.MeSH.Eco.E24377A.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6736,org.MeSH.Eco.ED1a.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6737,org.MeSH.Eco.HS.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6738,org.MeSH.Eco.IAI1.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6739,org.MeSH.Eco.IAI39.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6740,org.MeSH.Eco.K12.DH10B.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6741,org.MeSH.Eco.K12.MG1655.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6742,org.MeSH.Eco.KO11FL.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6743,org.MeSH.Eco.O103.H2.12009.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6744,org.MeSH.Eco.O111.H.11128.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6745,org.MeSH.Eco.O127.H6.E2348.69.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6746,org.MeSH.Eco.O157.H7.EC4115.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6747,org.MeSH.Eco.O157.H7.EDL933.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
6748,org.MeSH.Eco.O157.H7.Sakai.db,1.2.0,Artistic-2.0,"R (>= 3.0.1),MeSHDbi",,"RUnit,BiocGenerics",AnnotationData,3.0,2014-10-14
