"Package","Version","CRANRelease","SnapshotFirstDate","SnapshotLastDate","Depends","Imports","License","Suggests"
"opencpu","1.4.4","2014-08-20 06:09:39","2014-08-23","2014-11-06","R (>= 3.0.0)","parallel, tools, stats, evaluate (>= 0.5.1), httpuv (>= 1.3), knitr (>= 1.4), jsonlite (>= 0.9.9), devtools (>= 1.5), httr (>= 0.3), brew, pander","Apache License 2.0","RAppArmor, sendmailR, RProtoBuf (>= 0.4)"
"opencpu","1.4.5","2014-11-08 17:10:19","2014-11-10","2015-02-02","R (>= 3.0.0)","parallel, tools, stats, evaluate (>= 0.5.1), httpuv (>= 1.3), knitr (>= 1.6), jsonlite (>= 0.9.13), devtools (>= 1.6.1), httr (>= 0.3), brew, pander, openssl","Apache License 2.0","RAppArmor, sendmailR, RProtoBuf (>= 0.4)"
"opencpu","1.4.6","2015-01-31 11:39:31","2015-02-03","2015-04-20","R (>= 3.0.0)","parallel, tools, stats, evaluate (>= 0.5.1), httpuv (>= 1.3), knitr (>= 1.6), jsonlite (>= 0.9.14), devtools (>= 1.6.1), httr (>= 0.3), brew, openssl","Apache License 2.0","RAppArmor, sendmailR, RProtoBuf (>= 0.4.2), pander"
"opencpu.encode","0.22","2012-02-12 11:30:10","2013-09-03","2013-12-13","methods","RJSONIO (>= 0.97-0), base64","BSD",
"openintro","1.4","2012-09-01 14:59:31","2013-09-03","2015-04-20","graphics, grDevices, stats, utils, R (>= 2.10)",,"GPL-2 | GPL-3",
"openssl","0.1","2014-10-21 08:27:57","2014-11-04","2014-11-06",,,"MIT + file LICENSE",
"openssl","0.2","2014-11-07 19:42:04","2014-11-10","2015-01-09",,,"MIT + file LICENSE",
"openssl","0.3","2015-01-07 07:31:26","2015-01-10","2015-04-20",,,"MIT + file LICENSE","testthat, digest, knitr"
"opentraj","1.0","2014-09-19 17:35:45","2014-09-23","2015-04-20","R (>= 2.10)","plyr, maptools, openair, raster, rgdal, reshape, doParallel, parallel, foreach, sp","GPL-2",
"openxlsx","1.0.3","2014-04-21 15:41:00","2014-04-24","2014-05-30",,"methods, Rcpp","GPL-3",
"openxlsx","2.0.1","2014-05-29 15:05:10","2014-05-31","2014-07-28",,"methods, Rcpp (>= 0.11.1)","GPL-3",
"openxlsx","2.0.15","2014-07-27 08:10:06","2014-07-29","2014-11-03",,"methods, Rcpp (>= 0.11.1)","GPL-3","knitr"
"openxlsx","2.2.1","2014-10-18 11:16:25","2014-11-04","2015-03-09",,"methods, Rcpp (>= 0.11.1)","GPL-3","knitr"
"openxlsx","2.4.0","2015-03-07 17:47:23","2015-03-10","2015-04-20",,"methods, Rcpp (>= 0.11.1)","GPL-3","knitr, testthat"
"operator.tools","1.3.0","2012-11-30 18:43:17","2013-09-03","2015-04-20","utils",,"GPL-2","operators, testthat"
"operators","0.1-6","2010-04-11 10:57:54","2013-09-03","2014-09-10",,,"GPL-3","RUnit"
"operators","0.1-7","2014-09-08 14:22:49","2014-09-11","2015-04-20","R (>= 3.1.0)",,"MIT + file LICENSE","testthat"
"opm","0.10.0","2013-07-09 14:15:35","2013-09-03","2013-11-20","R (>= 2.15.0)","methods, lattice, parallel, boot, hwriter, plotrix, Ckmeans.1d.dp, pkgutils (>= 0.3-0), yaml (>= 2.1.7), splines, mgcv, grofit (>= 1.1), rjson (>= 0.2.12)","GPL (>= 2)","optparse, gplots, opmdata (>= 0.4-0), testthat, multcomp"
"opm","1.0.24","2013-12-17 12:44:32","2013-12-19","2014-04-23","R (>= 3.0.0)","methods, lattice, parallel, boot, hwriter, plotrix, Ckmeans.1d.dp, pkgutils (>= 0.5-0), yaml (>= 2.1.7), splines, mgcv, grofit (>= 1.1), rjson (>= 0.2.12), nlme","GPL (>= 2)","optparse, gplots, opmdata (>= 0.4-0), testthat, multcomp, KEGGREST, pathview, randomForest"
"opm","1.0.6","2013-12-12 09:56:40","2013-11-21","2013-12-18","R (>= 2.15.0)","methods, lattice, parallel, boot, hwriter, plotrix, Ckmeans.1d.dp, pkgutils (>= 0.5-0), yaml (>= 2.1.7), splines, mgcv, grofit (>= 1.1), rjson (>= 0.2.12), nlme","GPL (>= 2)","optparse, gplots, opmdata (>= 0.4-0), testthat, multcomp, KEGGREST, pathview, randomForest"
"opm","1.1.0","2014-04-22 07:23:43","2014-04-24","2015-02-09","R (>= 3.0.0)","methods, lattice, parallel, boot, hwriter, plotrix, Ckmeans.1d.dp, pkgutils (>= 0.6.0), yaml (>= 2.1.7), splines, mgcv, grofit (>= 1.1), rjson (>= 0.2.12), nlme, DBI","GPL (>= 2)","optparse, gplots, opmdata (>= 0.4.0), testthat, multcomp, KEGGREST, pathview, mboostDevel (>= 2.3.0), gridExtra"
"opmdata","0.5.0","2013-04-14 07:15:35","2013-09-03","2013-10-23","R (>= 2.10), opm",,"GPL (>= 2)",
"opmdata","0.6.0","2013-10-21 12:05:03","2013-10-24","2014-03-19","R (>= 2.10), opm",,"GPL (>= 2)",
"opmdata","0.7.0","2014-03-28 12:41:05","2014-03-20","2015-02-09","R (>= 2.10), methods, opm",,"GPL (>= 2)",
"oposSOM","0.2-3","2013-08-13 12:18:58","2013-09-03","2014-11-03","R (>= 2.11.0)","som, fastICA, pixmap, igraph, biomaRt","GPL (>= 2)",
"ops","1.0","2012-02-20 07:28:21","2013-09-03","2015-04-20",,,"Apache License 2.0",
"optAUC","1.0","2013-04-01 07:50:09","2013-09-03","2015-04-20","R (>= 2.15.2), MASS",,"GPL-2",
"optBiomarker","1.0-27","2013-07-11 07:37:57","2013-09-03","2015-04-20","R (>= 2.10), rpanel, rgl","MASS, randomForest, e1071,ipred, msm, Matrix","GPL (>= 2)",
"optR","1.0.3","2014-05-02 21:48:52","2014-05-06","2014-06-25",,,"GPL (>= 2)",
"optR","1.1.1","2014-06-24 01:28:37","2014-06-26","2015-04-20",,,"GPL (>= 2)",
"optextras","2013-10.27","2013-11-08 22:41:14","2013-11-12","2014-12-08","numDeriv",,"GPL-2",
"optextras","2013-10.28","2014-12-05 23:51:36","2014-12-09","2015-04-20","numDeriv",,"GPL-2",
"optiRum","0.2","2014-02-11 17:34:34","2014-02-13","2014-02-26","R (>= 3.0.2)",,"GPL-3","testthat, ggplot2, ggthemes, knitr, AUC, scales"
"optiRum","0.21","2014-02-25 10:56:21","2014-02-27","2014-03-24","R (>= 3.0.2)",,"GPL-3","testthat, grid, ggplot2, ggthemes, knitr, AUC, scales"
"optiRum","0.30","2014-03-21 12:45:57","2014-03-25","2014-03-26","R (>= 3.0.2)",,"GPL-3","testthat, grid, ggplot2, ggthemes, knitr, AUC, scales, stringr, plyr"
"optiRum","0.31","2014-03-24 15:14:16","2014-03-27","2014-04-07","R (>= 3.0.2)",,"GPL-3","testthat, grid, ggplot2, ggthemes, knitr, AUC, scales, stringr, plyr"
"optiRum","0.32","2014-04-04 14:38:03","2014-04-08","2014-04-28","R (>= 3.0.2)",,"GPL-3","testthat, grid, ggplot2, ggthemes, knitr, AUC, scales, stringr, plyr"
"optiRum","0.33","2014-04-25 11:02:59","2014-04-29","2014-12-10","R (>= 3.0.2)","data.table","GPL-3","testthat, grid, ggplot2, ggthemes, knitr, AUC, scales, stringr, plyr, XML"
"optiRum","0.35","2014-12-08 22:26:14","2014-12-11","2015-04-20","R (>= 3.0.2)","data.table, ggplot2, AUC, grid, knitr, plyr, scales, stringr, XML","GPL-3","testthat"
"optimbase","1.0-7","2012-10-29 08:59:21","2013-09-03","2014-02-03","Matrix",,"CeCILL-2",
"optimbase","1.0-8","2014-02-02 17:35:18","2014-02-04","2014-03-03","Matrix, methods",,"CeCILL-2",
"optimbase","1.0-9","2014-03-02 08:47:43","2014-03-04","2015-04-20","Matrix, methods",,"CeCILL-2",
"optimsimplex","1.0-4","2012-10-29 08:59:21","2013-09-03","2014-02-03","optimbase",,"CeCILL-2",
"optimsimplex","1.0-5","2014-02-02 17:35:20","2014-02-04","2015-04-20","optimbase (>= 1.0-8),methods",,"CeCILL-2",
"optimx","2013.8.6","2014-05-05 16:21:47","2013-09-03","2014-11-14","numDeriv",,"GPL-2","BB, ucminf, Rcgmin, Rvmmin, minqa, setRNG, dfoptim, svUnit"
"optimx","2013.8.7","2014-11-13 08:42:47","2014-11-15","2015-04-20",,"numDeriv, ucminf, BB, Rcgmin, Rvmmin, minqa, setRNG, dfoptim, svUnit","GPL-2",
"optiscale","1.1","2014-08-01 07:55:12","2014-08-05","2015-04-20","lattice",,"GPL-2",
"optmatch","0.9-0","2013-08-10 00:55:45","2013-09-03","2013-11-01","R (>= 2.15.1), stats, methods, graphics, digest",,"file LICENSE","boot, RItools, biglm, testthat, survival, brglm, arm"
"optmatch","0.9-1","2013-11-01 07:27:29","2013-11-02","2014-08-11","R (>= 2.15.1), stats, methods, graphics, digest",,"file LICENSE","boot, RItools, biglm, testthat, survival, brglm, arm"
"optmatch","0.9-3","2014-08-13 08:49:28","2014-08-14","2015-04-20","R (>= 2.15.1), stats, methods, graphics, digest",,"file LICENSE","boot, RItools, biglm, testthat, survival, brglm, arm"
"optparse","1.0.2","2013-08-26 07:45:58","2013-09-03","2014-04-07","R (>= 2.9.0)","methods, getopt (>= 1.19)","GPL (>= 2)","knitr, stringr, testthat"
"optparse","1.2.0","2014-04-04 09:29:54","2014-04-08","2014-12-12","R (>= 2.9.0)","methods, getopt (>= 1.19)","GPL (>= 2)","knitr, stringr, testthat"
"optparse","1.3.0","2014-12-11 08:02:22","2014-12-13","2015-04-20","R (>= 2.9.0)","methods, getopt (>= 1.19)","GPL (>= 2)","knitr, stringr, testthat"
"optpart","2.1-1","2013-09-12 19:47:46","2013-09-14","2015-04-20","cluster, labdsv, MASS, plotrix",,"GPL (>= 2)","tree"
"optrees","1.0","2014-09-02 06:14:13","2014-09-04","2015-04-20","R (>= 2.7.0), igraph (>= 0.7.1)",,"GPL-3",
"orQA","0.2.1","2010-12-16 10:31:32","2013-09-03","2015-04-20","Rcpp (>= 0.8.9), gtools (>= 2.6.1), genefilter (>= 1.24.3), nlme (>= 3.1-96)",,"GPL (>= 2)",
"ora","2.0-0","2013-06-19 09:06:21","2013-09-03","2014-04-11","DBI, ROracle",,"GPL (>= 2)",
"ora","2.0-1","2014-04-10 15:27:22","2014-04-12","2015-04-20","DBI, ROracle",,"GPL (>= 2)",
"orca","1.0","2014-04-10 10:54:13","2014-04-12","2015-03-11","R (>= 3.1)",,"LGPL-3","graph"
"orca","1.1","2015-03-10 17:23:05","2015-03-12","2015-04-20","R (>= 3.1)",,"LGPL-3",
"orclus","0.2-5","2013-02-26 22:14:47","2013-09-03","2015-04-20",,,"GPL (>= 2)",
"orcutt","1.1","2012-10-15 07:53:09","2013-09-03","2015-04-20",,,"GPL-2",
"ordBTL","0.6","2013-09-11 18:17:51","2013-09-14","2013-10-21","caret, VGAM, wikibooks",,"GPL-3",
"ordBTL","0.7","2013-10-20 17:20:20","2013-10-22","2014-05-30","caret, VGAM, wikibooks",,"GPL-3","BradleyTerry2, prefmod, psychotree, psychotools, psychomix"
"ordBTL","0.8","2014-05-28 18:39:19","2014-05-31","2015-04-20","caret, VGAM, wikibooks, gtools",,"GPL-3","BradleyTerry2, prefmod, psychotree, psychotools, psychomix"
"ordPens","0.2-1","2013-06-14 12:23:14","2013-09-03","2015-04-20","grplasso, mgcv, RLRsim",,"GPL-2",
"orddom","3.1","2013-02-07 10:00:31","2013-09-03","2015-04-20","psych",,"GPL-2",
"orderbook","1.03","2013-04-12 06:40:12","2013-09-03","2015-04-20","R (>= 2.15.0), methods, graphics, lattice, hash, grid",,"GPL (>= 2)",
"orderedLasso","1.7","2014-11-27 08:32:38","2014-11-29","2015-04-20","R (>= 3.0.0), Matrix","Iso,quadprog,ggplot2,reshape2","GPL-2",
"ordinal","2012.09-11","2012-09-12 07:14:32","2013-09-03","2013-10-02","R (>= 2.13.0), MASS, ucminf, Matrix,","numDeriv","GPL (>= 2)","lme4, nnet, xtable"
"ordinal","2013.9-30","2013-09-30 12:46:13","2013-10-03","2014-11-14","R (>= 2.13.0)","ucminf, MASS, Matrix","GPL (>= 2)","lme4, nnet, xtable"
"ordinal","2014.11-12","2014-11-13 14:50:38","2014-11-15","2014-11-17","R (>= 2.13.0), methods","ucminf, MASS, Matrix","GPL (>= 2)","lme4, nnet, xtable"
"ordinal","2014.11-14","2014-11-14 14:35:40","2014-11-18","2014-12-24","R (>= 2.13.0), methods","ucminf, MASS, Matrix","GPL (>= 2)","lme4, nnet, xtable"
"ordinal","2014.12-22","2014-12-23 16:21:37","2014-12-25","2015-01-23","R (>= 2.13.0), methods","ucminf, MASS, Matrix","GPL (>= 2)","lme4, nnet, xtable"
"ordinal","2015.1-21","2015-01-21 21:29:45","2015-01-24","2015-04-20","R (>= 2.13.0), methods","ucminf, MASS, Matrix","GPL (>= 2)","lme4, nnet, xtable, testthat (>= 0.8)"
"ordinalgmifs","1.0.0","2014-09-24 06:41:53","2014-09-27","2014-10-06","R (>= 2.10)",,"GPL (>= 2)","Biobase"
"ordinalgmifs","1.0.1","2014-10-05 07:43:18","2014-10-07","2014-11-05","R (>= 2.10)",,"GPL (>= 2)","Biobase"
"ordinalgmifs","1.0.2","2014-11-05 00:44:10","2014-11-06","2015-04-20","R (>= 2.10)",,"GPL (>= 2)","Biobase"
"ore","1.0.1","2014-10-22 00:51:57","2014-11-04","2014-11-26","R (>= 2.12.1)",,"BSD_3_clause + file LICENCE","crayon, rex, testthat"
"ore","1.0.4","2014-11-25 09:40:59","2014-11-27","2015-01-02",,,"BSD_3_clause + file LICENCE","crayon, rex, testthat"
"ore","1.0.6","2015-01-01 05:50:01","2015-01-03","2015-02-27",,,"BSD_3_clause + file LICENCE","crayon, rex, testthat"
"ore","1.1.0","2015-02-26 16:46:53","2015-02-28","2015-04-20",,,"BSD_3_clause + file LICENCE","crayon, rex, testthat"
"orgR","0.9.0","2014-12-20 07:48:41","2014-12-23","2015-04-20","ggthemes (>= 1.7.0), ggplot2 (>= 1.0.0), lubridate(>= 1.3.3), data.table (>= 1.9.4), stringr (>= 0.6.2)",,"GPL (>= 2)",
"orientlib","0.10.3","2013-03-22 19:30:06","2013-09-03","2015-04-20","R (>= 2.13.0), methods",,"GPL","rgl, scatterplot3d"
"orloca","4.1","2012-12-27 06:26:35","2013-09-03","2014-06-04","methods",,"GPL (>= 3)","grDevices, graphics, png, snow, ucminf"
"orloca","4.2","2014-06-02 22:17:05","2014-06-05","2015-04-20","methods",,"GPL (>= 3)","grDevices, graphics, png, ucminf"
"orloca.es","4.1","2013-01-11 07:33:40","2013-09-03","2015-04-20","orloca (>= 4.1)",,"GPL (>= 3)",
"oro.dicom","0.3.7","2013-12-12 09:56:40","2013-09-03","2013-12-30","oro.nifti (>= 0.3.0), R (>= 2.13.0), utils",,"BSD","hwriter"
"oro.dicom","0.4.0","2013-12-29 12:40:33","2013-12-31","2014-01-25","R (>= 2.14.0)","oro.nifti (>= 0.3.9), utils","BSD_3_clause + file LICENSE","hwriter"
"oro.dicom","0.4.1","2014-01-26 16:42:38","2014-01-27","2015-01-19","R (>= 2.14.0)","oro.nifti (>= 0.3.9), utils","BSD_3_clause + file LICENSE","hwriter"
"oro.dicom","0.4.3","2015-01-17 18:51:50","2015-01-20","2015-04-20","R (>= 2.14.0)","oro.nifti (>= 0.4.0), utils","BSD_3_clause + file LICENSE","hwriter"
"oro.nifti","0.3.9","2013-03-03 12:27:52","2013-09-03","2013-12-30","R (>= 2.13.0), bitops, graphics, grDevices, methods, utils","splines","BSD","XML"
"oro.nifti","0.4.0","2013-12-27 16:10:43","2013-12-31","2015-01-19","R (>= 2.14.0)","bitops, splines, graphics, grDevices, methods, utils","BSD_3_clause + file LICENSE","XML"
"oro.nifti","0.4.3","2015-01-18 15:59:05","2015-01-20","2015-04-20","R (>= 2.14.0)","bitops, splines, graphics, grDevices, methods, utils","BSD_3_clause + file LICENSE","XML"
"oro.pet","0.2.1","2012-07-20 17:42:21","2013-09-03","2014-09-29","R (>= 2.14.0), grDevices, methods, oro.nifti (>= 0.2.9), utils",,"BSD","minpack.lm, msm, oro.dicom"
"oro.pet","0.2.3","2014-09-27 07:36:56","2014-09-30","2015-04-20","R (>= 2.14.0)","grDevices, methods, oro.dicom (>= 0.3.7), oro.nifti (>= 0.3.9), utils","BSD_3_clause + file LICENSE","minpack.lm, msm"
"orsk","0.1-6","2013-03-24 17:57:30","2013-09-03","2013-10-09",,"BB, BHH2","GPL (>= 2)","setRNG"
"orsk","1.0-0","2013-10-08 19:53:55","2013-10-10","2013-10-16",,"BB, BHH2","GPL (>= 2)","setRNG"
"orsk","1.0-1","2013-10-11 01:53:20","2013-10-17","2015-04-20",,"BB, BHH2","GPL (>= 2)","setRNG"
"orth","1.5.1","2011-01-25 19:16:20","2013-09-03","2013-12-23","methods",,"GPL (>= 2)",
"orthogonalsplinebasis","0.1.5","2011-06-03 08:06:56","2013-09-03","2014-12-08","methods, stats, graphics",,"GPL (>= 2)",
"orthogonalsplinebasis","0.1.6","2015-03-31 07:51:04","2015-04-02","2015-04-20","methods, stats, graphics",,"GPL (>= 2)",
"orthopolynom","1.0-5","2013-02-04 07:42:30","2013-09-03","2015-04-20","R (>= 2.0.1), polynom",,"GPL (>= 2)",
"osDesign","1.6","2012-05-23 23:27:49","2013-09-03","2014-08-08","R (>= 2.10)",,"GPL (>= 3)",
"osDesign","1.7","2014-08-06 20:48:03","2014-08-09","2015-04-20","R (>= 2.10)",,"GPL (>= 3)",
"osmar","1.1-5","2012-09-12 10:44:32","2013-09-03","2013-09-16","methods, XML, RCurl, gtools, geosphere",,"GPL-2","igraph0, sp (>= 0.9-93)"
"osmar","1.1-6","2013-09-15 11:15:11","2013-09-17","2013-11-22","R (>= 2.10), methods, XML, RCurl, gtools, geosphere",,"GPL-2","igraph, sp (>= 0.9-93)"
"osmar","1.1-7","2013-11-21 08:33:57","2013-11-23","2015-04-20","R (>= 2.10), methods, XML, RCurl, geosphere",,"GPL-2","igraph, sp (>= 0.9-93)"
"ouch","2.8-2","2012-04-01 19:13:51","2013-09-03","2014-03-26","R(>= 2.9.1), methods, stats, graphics, subplex",,"GPL (>= 2)","ape"
"ouch","2.8-4","2014-03-24 16:50:28","2014-03-27","2015-04-20","R(>= 2.9.1), methods, stats, graphics, subplex",,"GPL (>= 2)","ape"
"outbreaker","1.0-1","2013-06-05 20:52:10","2013-09-03","2013-12-16","R (>= 2.3.0)","utils, ape, igraph, adegenet","GPL (>= 2)","parallel, EpiEstim"
"outbreaker","1.1-0","2013-12-13 12:42:14","2013-12-17","2014-01-01","R (>= 3.0.0)","utils, ape, igraph, adegenet, parallel","GPL (>= 2)","EpiEstim"
"outbreaker","1.1-1","2013-12-30 11:19:09","2014-01-02","2014-04-30","R (>= 3.0.0)","utils, ape, igraph, adegenet, parallel","GPL (>= 2)","EpiEstim"
"outbreaker","1.1-2","2014-04-28 19:47:02","2014-05-01","2014-05-09","R (>= 3.0.0)","utils, ape, igraph, adegenet, parallel","GPL (>= 2)","EpiEstim"
"outbreaker","1.1-3","2014-05-08 08:02:10","2014-05-10","2014-12-08","R (>= 3.0.0)","utils, ape, igraph, adegenet, parallel","GPL (>= 2)","EpiEstim"
"outbreaker","1.1-4","2014-12-05 18:08:10","2014-12-09","2015-02-23","R (>= 3.0.0), parallel","utils, ape, igraph, adegenet","GPL (>= 2)","EpiEstim"
"outbreaker","1.1-5","2015-02-20 23:49:09","2015-02-24","2015-04-20","R (>= 3.0.0), parallel","utils, ape, igraph, adegenet","GPL (>= 2)","EpiEstim, OutbreakTools"
"outliers","0.14","2011-01-24 10:58:16","2013-09-03","2015-04-20","R (>= 2.0)",,"GPL (>= 2)",
"overlap","0.2.0","2013-08-05 14:49:42","2013-09-03","2014-02-24",,,"GPL (>= 3)",
"overlap","0.2.2","2014-02-23 08:06:51","2014-02-25","2014-06-06",,,"GPL (>= 3)",
"overlap","0.2.3","2014-06-06 02:44:25","2014-06-07","2014-11-03",,,"GPL (>= 3)",
"overlap","0.2.4","2014-10-14 09:26:44","2014-11-04","2015-04-20",,,"GPL (>= 3)",
"oz","1.0-19","2012-12-22 13:50:26","2013-09-03","2014-01-15",,"graphics","GPL-2",
"oz","1.0-20","2014-01-14 17:00:52","2014-01-16","2015-04-20",,"graphics","GPL-2",
"p2distance","1.0.1","2012-08-09 10:27:55","2013-09-03","2015-04-20",,,"GPL",
"p3state.msm","1.3","2012-07-04 16:57:47","2013-09-03","2015-04-20","R (>= 2.8.1),survival,base",,"GPL",
"pBrackets","1.0","2014-10-17 13:08:29","2014-11-04","2015-04-20","R (>= 3.0.0)","grid","GPL (>= 2.0)",
"pGLS","0.0-1","2012-10-29 08:59:22","2013-09-03","2015-04-20","MASS",,"GPL (>= 2)",
"pRF","1.0","2015-03-03 07:41:59","2015-03-05","2015-04-20",,"dplyr, multtest, ggplot2, permute, randomForest, reshape2, magrittr","GPL-3",
"pROC","1.5.4","2012-09-10 11:35:00","2013-09-03","2013-12-27","plyr, R (>= 2.10), utils",,"GPL (>= 3)","tcltk, MASS, logcondens"
"pROC","1.6","2013-12-26 16:22:19","2013-12-28","2013-12-30","R (>= 2.13)","plyr, utils, methods, Rcpp","GPL (>= 3)","microbenchmark, tcltk, MASS, logcondens"
"pROC","1.6.0.1","2013-12-28 18:32:33","2013-12-31","2014-02-24","R (>= 2.13)","plyr, utils, methods, Rcpp","GPL (>= 3)","microbenchmark, tcltk, MASS, logcondens"
"pROC","1.7.1","2014-02-21 05:39:58","2014-02-25","2014-04-07","R (>= 2.13)","plyr, utils, methods, Rcpp (>= 0.10.5)","GPL (>= 3)","microbenchmark, tcltk, MASS, logcondens, doMC, doSNOW"
"pROC","1.7.2","2014-04-06 07:28:05","2014-04-08","2014-06-16","R (>= 2.13)","plyr, utils, methods, Rcpp (>= 0.11.1)","GPL (>= 3)","microbenchmark, tcltk, MASS, logcondens, doMC, doSNOW"
"pROC","1.7.3","2014-06-13 10:13:46","2014-06-17","2015-04-20","R (>= 2.13)","plyr, utils, methods, Rcpp (>= 0.11.1)","GPL (>= 3)","microbenchmark, tcltk, MASS, logcondens, doMC, doSNOW"
"pRSR","3.0.2","2014-07-10 08:45:46","2014-07-12","2015-04-20","R (>= 2.10)",,"GPL (>= 2)",
"pSI","1.0","2014-01-10 08:43:32","2014-01-15","2014-01-31","R (>= 2.10), gdata",,"GPL (>= 2)",
"pSI","1.1","2014-01-30 21:12:45","2014-02-01","2015-04-20","R (>= 2.10), gdata",,"GPL (>= 2)",
"pa","1.2","2013-01-29 23:10:37","2013-09-03","2013-12-23","R (>= 2.10.0), methods, grid, ggplot2",,"GPL-2",
"pa","1.2-1","2013-12-21 16:18:59","2013-12-24","2015-04-20","grid, R (>= 2.10)","ggplot2, methods","GPL-2",
"pacbpred","0.92.2","2013-02-05 13:41:36","2013-09-03","2015-04-20",,,"GPL (>= 2)",
"pack","0.1-1","2008-09-08 08:52:22","2013-09-03","2015-04-20",,,"GPL-3",
"packClassic","0.5.2","2009-10-11 20:30:15","2013-09-03","2015-04-20","graphics",,"GPL (>= 2.0)",
"packHV","1.7","2013-07-03 12:37:00","2013-09-03","2014-04-25","WriteXLS (>= 2.3.0), survival",,"GPL (>= 2)",
"packHV","1.8","2014-04-23 10:38:23","2014-04-26","2015-04-20","survival","WriteXLS (>= 2.3.0)","GPL (>= 2)",
"packS4","0.9.1","2012-06-29 08:32:04","2013-09-03","2015-04-20","methods, graphics",,"GPL (>= 2)",
"packdep","0.2","2009-07-26 19:51:35","2013-09-03","2014-02-14","R (>= 2.9.0), igraph (>= 0.5.2), utils, tools",,"GPL (>= 2)",
"packdep","0.3.1","2014-02-12 13:07:49","2014-02-15","2015-04-20","R (>= 2.9.0), igraph (>= 0.5.2), utils",,"GPL (>= 2)","Rgraphviz (>= 1.20.3)"
"packrat","0.4.1","2014-09-03 01:01:18","2014-09-04","2014-09-05","R (>= 3.0)","tools, utils","GPL-2","testthat (>= 0.7), devtools"
"packrat","0.4.1-1","2014-09-03 22:17:03","2014-09-06","2014-12-17","R (>= 3.0)","tools, utils","GPL-2","testthat (>= 0.7), devtools"
"packrat","0.4.2-1","2014-12-16 19:21:09","2014-12-18","2015-01-30","R (>= 3.0.0)","tools, utils","GPL-2","testthat (>= 0.7), devtools, httr"
"packrat","0.4.3","2015-01-29 00:06:20","2015-01-31","2015-04-20","R (>= 3.0.0)","tools, utils","GPL-2","testthat (>= 0.7), devtools, httr"
"pacman","0.2.0","2015-02-15 07:35:44","2015-02-19","2015-02-23","R (>= 2.13.0)","devtools","GPL-2","knitr, lattice, testthat, XML"
"pacman","0.3.0","2015-02-21 01:22:32","2015-02-24","2015-04-20","R (>= 2.13.0)","devtools","GPL-2","knitr, lattice, testthat (>= 0.9.0), XML"
"pacose","1.4","2013-02-08 16:34:46","2013-09-03","2014-08-20","ggm, igraph, ppls, MASS, corpcor, glmnet, mvtnorm, lcd",,"GPL",
"paf","1.0","2014-02-05 16:55:55","2014-02-08","2015-04-20","R(>= 2.13.0), survival",,"GPL-2",
"pairedCI","0.5-4","2012-11-24 18:55:07","2013-09-03","2015-04-20",,,"GPL-2",
"pairheatmap","1.0.1","2012-02-10 06:54:41","2013-09-03","2015-04-20","R (>= 2.10.0), grid",,"GPL (>= 2)",
"pairsD3","0.0.6","2015-04-08 11:53:11","2015-04-11","2015-04-20","R (>= 3.1.2)","htmlwidgets (>= 0.3.2), shiny","GPL (>= 3)","knitr"
"pairwise","0.1.4","2013-07-11 07:30:03","2013-09-03","2013-11-20","R (>= 2.10.1)",,"GPL-3","PP"
"pairwise","0.1.5","2013-11-18 13:51:02","2013-11-21","2014-04-09","R (>= 2.10.1)",,"GPL-3","PP"
"pairwise","0.2.2","2014-04-07 17:08:23","2014-04-10","2014-04-16","R (>= 2.10.1)",,"GPL-3","PP"
"pairwise","0.2.4","2014-04-14 19:20:51","2014-04-17","2014-05-30","R (>= 2.10.1)",,"GPL-3","psych"
"pairwise","0.2.5","2014-05-29 00:43:39","2014-05-31","2015-04-20","R (>= 2.10.1)",,"GPL-3","psych"
"pairwiseCI","0.1-21","2013-02-01 11:44:12","2013-09-03","2013-10-25","R (>= 2.2.0), stats, exactRankTests, boot, mratios, binMto, MASS, MCPAN",,"GPL",
"pairwiseCI","0.1-22","2013-10-23 10:22:22","2013-10-26","2015-04-20","MCPAN","coin, boot, mratios, binMto, MASS","GPL-2",
"palaeoSig","1.1-2","2013-04-18 21:21:46","2013-09-03","2015-02-18","rioja, vegan, TeachingDemos, gstat, fields, mapproj",,"GPL-3",
"palaeoSig","1.1-3","2015-02-17 19:05:42","2015-02-19","2015-04-20","vegan","TeachingDemos, rioja, mgcv, MASS","GPL-3","fields"
"paleoMAS","2.0-1","2012-10-29 08:59:22","2013-09-03","2015-04-20","MASS, vegan, lattice",,"GPL (>= 2)",
"paleoTS","0.4-4","2012-06-12 08:37:02","2013-09-03","2015-04-20","mvtnorm",,"GPL (>= 2)",
"paleobioDB","0.1","2014-05-01 13:20:25","2014-05-05","2014-09-10",,"maps, raster, rjson, gtools, RCurl, plyr, scales,","GPL-2","roxygen2, testthat"
"paleobioDB","0.2","2014-09-10 00:53:24","2014-09-11","2014-11-26","raster, maps","rjson, gtools, RCurl, plyr, scales","GPL-2","roxygen2, testthat"
"paleobioDB","0.3","2014-11-24 15:45:30","2014-11-27","2015-04-20","raster, maps","rjson, gtools, RCurl, plyr, scales","GPL-2","roxygen2, testthat"
"paleofire","1.0","2014-01-08 23:26:28","2014-01-10","2014-03-17","R(>= 2.10.0), methods, GCD","locfit, gtools, caTools, pscl, Imap, RCurl, devtools","GPL (>= 2)",
