,Package,Version,License,Depends,Imports,Suggests,BiocCategory,BiocVersion,BiocDate
11268,biosvd,1.0.0,Artistic-2.0,R (>= 3.0.0),"gplots,BiocGenerics,Biobase, methods, grid,hwriter,ReportingTools, graphics",,Software,2.14,2014-04-14
11269,biovizBase,1.12.3,Artistic-2.0,"R (>= 2.10), methods","methods, grDevices, stats,scales,Hmisc,RColorBrewer,dichromat,BiocGenerics,IRanges,GenomicRanges(>= 1.13.3),Biostrings,Rsamtools(>= 1.13.1),GenomicAlignments,GenomicFeatures,AnnotationDbi,VariantAnnotation","BSgenome.Hsapiens.UCSC.hg19,TxDb.Hsapiens.UCSC.hg19.knownGene,BSgenome,rtracklayer",Software,2.14,2014-04-14
11270,BiRewire,1.6.5,GPL-3,igraph,,"RUnit,BiocGenerics",Software,2.14,2014-04-14
11271,birta,1.8.0,GPL (>= 2),"limma,MASS, R (>= 2.10),Biobase, methods",,,Software,2.14,2014-04-14
11272,BiSeq,1.4.2,LGPL-3,"R (>= 2.15.2), methods,IRanges(>= 1.17.24),GenomicRanges,Formula","methods,BiocGenerics,Biobase,IRanges,GenomicRanges,rtracklayer, parallel,betareg,lokern,Formula,globaltest",,Software,2.14,2014-04-14
11273,BitSeq,1.8.0,Artistic-2.0 + file LICENSE,"Rsamtools,zlibbioc",IRanges,"edgeR,DESeq",Software,2.14,2014-04-14
11274,BRAIN,1.10.1,GPL-2,"R (>= 2.8.1),PolynomF,Biostrings,lattice",,,Software,2.14,2014-04-14
11275,BrainStars,1.8.0,Artistic-2.0,"RCurl,Biobase, methods","RJSONIO,Biobase",,Software,2.14,2014-04-14
11276,bridge,1.28.0,GPL (>= 2),"R (>= 1.9.0),rama",,,Software,2.14,2014-04-14
11277,BSgenome,1.32.0,Artistic-2.0,"R (>= 2.8.0), methods,BiocGenerics(>= 0.1.2),IRanges(>= 1.13.6),GenomicRanges(>= 1.15.9),Biostrings(>= 2.23.3)","methods,BiocGenerics,IRanges,GenomicRanges,XVector,Biostrings,Rsamtools","BiocInstaller,BSgenome.Celegans.UCSC.ce2(>= 1.3.11),BSgenome.Hsapiens.UCSC.hg19(>= 1.3.11),BSgenome.Hsapiens.UCSC.hg19.masked,SNPlocs.Hsapiens.dbSNP.20100427,hgu95av2probe,Biobase,GenomeInfoDb,RUnit",Software,2.14,2014-04-14
11278,bsseq,1.0.0,Artistic-2.0,"R (>= 2.15), methods,BiocGenerics,IRanges,GenomicRanges, parallel,matrixStats","scales, stats, graphics,Biobase,locfit","RUnit,bsseqData",Software,2.14,2014-04-14
11279,BufferedMatrix,1.28.0,LGPL (>= 2),"R (>= 2.6.0), methods",,,Software,2.14,2014-04-14
11280,BufferedMatrixMethods,1.28.0,GPL (>= 2),"R (>= 2.6.0),BufferedMatrix(>= 1.3.0), methods",,"affyio,affy",Software,2.14,2014-04-14
11281,bumphunter,1.4.2,Artistic-2.0,"R (>= 2.10),IRanges,GenomicRanges,foreach,iterators, methods, parallel,locfit","matrixStats,limma,doRNG,BiocGenerics, utils","RUnit,BiocGenerics,doParallel,org.Hs.eg.db,TxDb.Hsapiens.UCSC.hg19.knownGene",Software,2.14,2014-04-14
11282,BUS,1.20.0,GPL-3,"R (>= 2.3.0),minet","stats,infotheo",,Software,2.14,2014-04-14
11283,CAFE,1.0.0,GPL-3,"R (>= 2.10),biovizBase,GenomicRanges,IRanges,ggbio","affy,ggplot2,annotate, grid,gridExtra, tcltk,Biobase","RUnit,BiocGenerics,BiocStyle",Software,2.14,2014-04-14
11284,CAGEr,1.6.1,GPL-3,"methods, R (>= 2.15.0),BSgenome","Rsamtools,GenomicRanges,IRanges,data.table,beanplot,rtracklayer,som,VGAM","BSgenome.Drerio.UCSC.danRer7,FANTOM3and4CAGE",Software,2.14,2014-04-14
11285,CALIB,1.30.0,LGPL,"R (>= 2.10),limma, methods","limma, methods, graphics, stats, utils",,Software,2.14,2014-04-14
11286,CAMERA,1.20.0,GPL (>= 2),"R (>= 2.1.0), methods,Biobase,xcms(>= 1.13.5),igraph","methods,xcms,RBGL,graph, graphics, grDevices, stats, utils,Hmisc,igraph","faahKO,RUnit,BiocGenerics",Software,2.14,2014-04-14
11287,cancerclass,1.8.0,GPL 3,"R (>= 2.14.0),Biobase,binom, methods, stats",,cancerdata,Software,2.14,2014-04-14
11288,CancerMutationAnalysis,1.8.0,GPL (>= 2) + file LICENSE,"R (>= 2.10.0),qvalue","AnnotationDbi,limma, methods, stats",KEGG.db,Software,2.14,2014-04-14
11289,casper,1.9.0,GPL (>=2),"R (>= 2.14.1),Biobase,IRanges, methods,GenomicRanges","BiocGenerics,EBarrays,gaga,gtools,GenomicFeatures,mgcv,Rsamtools,rtracklayer,sqldf,survival,VGAM",,Software,2.14,2014-04-14
11290,Category,2.30.0,Artistic-2.0,"BiocGenerics,AnnotationDbi,Biobase,Matrix,GO.db, methods","BiocGenerics,graph, methods,Biobase,AnnotationDbi,RBGL,GSEABase(>= 1.19.3),genefilter,annotate(>= 1.15.6), stats, utils","EBarrays,ALL,Rgraphviz,RColorBrewer,xtable(>= 1.4-6),hgu95av2.db,KEGG.db,SNPchip,geneplotter,limma,lattice,graph,Biobase,genefilter, methods,RUnit,org.Sc.sgd.db,GOstats",Software,2.14,2014-04-14
11291,categoryCompare,1.8.0,GPL-2,"R (>= 2.10),Biobase,BiocGenerics","AnnotationDbi,hwriter,GSEABase,Category,GOstats,annotate,colorspace,graph,RCytoscape(>= 1.5.11)","methods,GO.db,KEGG.db,estrogen,org.Hs.eg.db,hgu95av2.db,limma,affy,genefilter",Software,2.14,2014-04-14
11292,ccrepe,1.0.0,MIT + file LICENSE,,infotheo(>= 1.1),"knitr,BiocStyle,BiocGenerics",Software,2.14,2014-04-14
11293,cellGrowth,1.8.0,Artistic-2.0,"R (>= 2.12.0),locfit(>= 1.5-4)",lattice,,Software,2.14,2014-04-14
11294,cellHTS,1.34.0,Artistic-2.0,"R (>= 2.10),prada(>= 1.9.4),RColorBrewer,Biobase(>= 1.11.12),genefilter(>= 1.11.2)",,"Category,GO.db,vsn(>= 2.0.35)",Software,2.14,2014-04-14
11295,cellHTS2,2.28.0,Artistic-2.0,"R (>= 2.10),RColorBrewer,Biobase, methods,genefilter,splots,vsn,hwriter,locfit, grid","prada,GSEABase,Category, stats4",,Software,2.14,2014-04-14
11296,CellNOptR,1.10.0,GPL-3,"R (>= 2.15.0),RBGL,graph, methods,hash,ggplot2,RCurl,Rgraphviz,XML",,"RUnit,BiocGenerics,igraph",Software,2.14,2014-04-14
11297,CexoR,1.2.0,Artistic-2.0 | GPL-2 + file LICENSE,"R (>= 2.10.0),IRanges","Rsamtools,GenomicRanges,rtracklayer,idr","RUnit,BiocGenerics,BiocStyle",Software,2.14,2014-04-14
11298,CGEN,2.6.1,GPL-2 + file LICENSE,"R (>= 2.10.1),survival",,cluster,Software,2.14,2014-04-14
11299,CGHbase,1.24.0,GPL,"R (>= 2.10), methods,Biobase(>= 2.5.5),marray",,,Software,2.14,2014-04-14
11300,CGHcall,2.26.0,GPL (http://www.gnu.org/copyleft/gpl.html),"R (>= 2.0.0),impute(>= 1.8.0),DNAcopy(>= 1.6.0), methods,Biobase,CGHbase(>= 1.15.1),snowfall",,,Software,2.14,2014-04-14
11301,cghMCR,1.22.0,LGPL,"methods,DNAcopy,CNTools,limma","BiocGenerics(>= 0.1.6), stats4",,Software,2.14,2014-04-14
11302,CGHnormaliter,1.18.0,GPL (>= 3),"CGHcall(>= 2.17.0),CGHbase(>= 1.15.0)","Biobase,CGHbase,CGHcall, methods, stats, utils",,Software,2.14,2014-04-14
11303,CGHregions,1.22.0,GPL (http://www.gnu.org/copyleft/gpl.html),"R (>= 2.0.0), methods,Biobase,CGHbase",,,Software,2.14,2014-04-14
11304,ChAMP,1.2.8,GPL-3,"R (>= 3.0.1),minfi,ChAMPdata,Illumina450ProbeVariants.db","sva,IlluminaHumanMethylation450kmanifest,limma,RPMM,DNAcopy,preprocessCore,impute,marray,wateRmelon,plyr",,Software,2.14,2014-04-14
11305,charm,2.10.1,LGPL (>= 2),"R (>= 2.14.0),Biobase,SQN,fields,RColorBrewer,genefilter","BSgenome,Biobase,oligo(>= 1.11.31),oligoClasses(>= 1.17.39),ff,preprocessCore, methods, stats,Biostrings,IRanges,siggenes,nor1mix,gtools, grDevices, graphics, utils,limma, parallel,sva(>= 3.1.2)","charmData,BSgenome.Hsapiens.UCSC.hg18,corpcor",Software,2.14,2014-04-14
11306,ChemmineOB,1.2.9,file LICENSE,"R (>= 2.15.1), methods","BiocGenerics,zlibbioc","ChemmineR,BiocStyle,knitr,knitcitations",Software,2.14,2014-04-14
11307,ChemmineR,2.16.9,Artistic-2.0,"R (>= 2.10.0), methods","graphics, methods, stats,RCurl,DBI,digest,BiocGenerics","RSQLite,scatterplot3d,gplots,fmcsR,snow,RPostgreSQL,BiocStyle,knitr,knitcitations,ChemmineOB",Software,2.14,2014-04-14
11308,chimera,1.6.16,Artistic-2.0,"Biobase,GenomicRanges(>= 1.13.3),Rsamtools(>= 1.13.1),GenomicAlignments, methods,AnnotationDbi,org.Hs.eg.db,BSgenome.Hsapiens.UCSC.hg19,TxDb.Hsapiens.UCSC.hg19.knownGene",,BiocParallel,Software,2.14,2014-04-14
11309,chipenrich,1.2.0,GPL-3,R (>= 2.15.1),"chipenrich.data, methods,GenomicRanges(>= 1.10.0),IRanges(>= 1.16.0),mgcv,plyr(>= 1.7.0),lattice,latticeExtra, grid,stringr(>= 0.6),reshape",,Software,2.14,2014-04-14
11310,ChIPpeakAnno,2.14.1,GPL (>= 2),"R (>= 2.10), grid,VennDiagram,biomaRt,IRanges,Biostrings","BiocGenerics(>= 0.1.0),GO.db,BSgenome,GenomicFeatures,AnnotationDbi,limma,multtest","reactome.db,BSgenome.Ecoli.NCBI.20080805,org.Hs.eg.db,gplots,RUnit",Software,2.14,2014-04-14
11311,ChIPQC,1.0.9,GPL (>= 3),"R (>= 3.0.0),ggplot2,DiffBind","BiocGenerics(>= 0.8.0),Rsamtools(>= 1.14.2),GenomicRanges(>= 1.14.4),chipseq(>= 1.12.0),GenomicAlignments(>= 0.99.2),gtools,BiocParallel, methods,IRanges,reshape2,Nozzle.R1,Biobase, grDevices, stats, utils","BiocStyle,TxDb.Hsapiens.UCSC.hg19.knownGene,TxDb.Hsapiens.UCSC.hg18.knownGene,TxDb.Mmusculus.UCSC.mm10.knownGene,TxDb.Mmusculus.UCSC.mm9.knownGene,TxDb.Rnorvegicus.UCSC.rn4.ensGene,TxDb.Celegans.UCSC.ce6.ensGene,TxDb.Dmelanogaster.UCSC.dm3.ensGene",Software,2.14,2014-04-14
11312,ChIPseeker,1.0.11,Artistic-2.0,R (>= 2.10),"AnnotationDbi,BiocGenerics,IRanges,GenomicFeatures,GenomicRanges,ggplot2,gplots, grDevices,gtools,Matrix,plyr,RColorBrewer,rtracklayer,TxDb.Hsapiens.UCSC.hg19.knownGene","clusterProfiler,ReactomePA,DOSE,GOSemSim,org.Hs.eg.db,knitr",Software,2.14,2014-04-14
11313,chipseq,1.14.0,Artistic-2.0,"R (>= 2.10), methods,BiocGenerics(>= 0.1.0),IRanges(>= 1.13.4),GenomicRanges(>= 1.7.7),BSgenome,ShortRead","methods,BiocGenerics,IRanges,BSgenome,GenomicRanges,lattice,ShortRead, stats","GenomicFeatures,TxDb.Mmusculus.UCSC.mm9.knownGene",Software,2.14,2014-04-14
11314,ChIPseqR,1.18.0,GPL (>= 2),"R (>= 2.10.0), methods,BiocGenerics,ShortRead","Biostrings,fBasics,GenomicRanges, graphics, grDevices,HilbertVis,IRanges, methods,ShortRead, stats,timsac, utils",,Software,2.14,2014-04-14
11315,ChIPsim,1.18.0,GPL (>= 2),Biostrings(>= 2.29.2),"IRanges,XVector,Biostrings,ShortRead, graphics, methods, stats, utils","actuar,zoo",Software,2.14,2014-04-14
11316,ChIPXpress,1.6.0,GPL(>=2),"R (>= 2.10),ChIPXpressData","Biobase,GEOquery,frma,affy,bigmemory,biganalytics","mouse4302frmavecs,mouse4302.db,mouse4302cdf,RUnit,BiocGenerics",Software,2.14,2014-04-14
11317,chopsticks,1.28.2,GPL-3,"R (>= 2.10.0),survival, methods",,hexbin,Software,2.14,2014-04-14
11318,chroGPS,1.8.1,GPL (>=2),"R (>= 2.13.0),IRanges, methods,Biobase,MASS, graphics, stats,rgl,changepoint","graphics,cluster,DPpackage,ICSNP",,Software,2.14,2014-04-14
11319,ChromHeatMap,1.18.0,Artistic-2.0,"R (>= 2.9.0),BiocGenerics(>= 0.3.2),annotate(>= 1.20.0),AnnotationDbi(>= 1.4.0)","Biobase(>= 2.17.8), graphics, grDevices, methods, stats,IRanges,rtracklayer","ALL,hgu95av2.db",Software,2.14,2014-04-14
11320,cisPath,1.4.8,GPL (>= 3),R (>= 2.10.0),"methods, utils",,Software,2.14,2014-04-14
11321,cleanUpdTSeq,1.2.0,GPL-2,"R (>= 2.15),BiocGenerics(>= 0.1.0),BSgenome,BSgenome.Drerio.UCSC.danRer7,GenomicRanges,seqinr,e1071",,,Software,2.14,2014-04-14
11322,cleaver,1.2.0,GPL (>= 3),"R (>= 3.0.0), methods,Biostrings(>= 1.29.8)",IRanges,"testthat(>= 0.8),knitr,BiocStyle(>= 0.0.14),BRAIN,UniProt.ws(>= 2.1.4)",Software,2.14,2014-04-14
11323,clippda,1.14.0,GPL (>=2),"R (>= 2.13.1),limma,statmod,rgl,lattice,scatterplot3d, graphics, grDevices, stats, utils,Biobase, tools, methods",,,Software,2.14,2014-04-14
11324,clipper,1.4.0,AGPL-3,"R (>= 2.15.0),Matrix,graph","methods,Biobase,Rcpp,igraph,gRbase(>= 1.6.6),qpgraph,KEGGgraph,corpcor,RBGL","RUnit,BiocGenerics,RCytoscape(>= 1.6.3),graphite,ALL,hgu95av2.db,MASS,BiocStyle",Software,2.14,2014-04-14
11325,Clomial,1.0.0,GPL (>= 2),"R (>= 2.10),matrixStats",methods,,Software,2.14,2014-04-14
11326,Clonality,1.12.0,GPL-3,"R (>= 2.12.2),DNAcopy","DNAcopy, grDevices, graphics, stats, utils","gdata,DNAcopy",Software,2.14,2014-04-14
11327,clonotypeR,1.2.1,file LICENSE,methods,,"BiocGenerics,edgeR,knitr,pvclust,RUnit,vegan",Software,2.14,2014-04-14
11328,clst,1.12.0,GPL-3,R (>= 2.10),"ROC,lattice",RUnit,Software,2.14,2014-04-14
11329,clstutils,1.12.0,GPL-3,"R (>= 2.10),clst,rjson,ape","lattice,RSQLite","RUnit,RSVGTipsDevice",Software,2.14,2014-04-14
11330,clusterProfiler,1.12.0,Artistic-2.0,"R (>= 2.10),ggplot2","methods, stats4,plyr,AnnotationDbi,GO.db,KEGG.db,DOSE,GOSemSim","org.Hs.eg.db,ReactomePA,pathview,knitr",Software,2.14,2014-04-14
11331,clusterStab,1.36.0,Artistic-2.0,"Biobase(>= 1.4.22), R (>= 1.9.0), methods",,"fibroEset,genefilter",Software,2.14,2014-04-14
11332,CMA,1.22.0,GPL (>= 2),"R (>= 2.10), methods, stats,Biobase",,"MASS,class,nnet,glmnet,e1071,randomForest,plsgenomics,gbm,mgcv,corpcor,limma,st,mvtnorm",Software,2.14,2014-04-14
11333,CNAnorm,1.10.1,GPL-2,"R (>= 2.10.1), methods",DNAcopy,,Software,2.14,2014-04-14
11334,CNEr,1.0.0,GPL-2 | file LICENSE,R (>= 3.0.2),"Biostrings(>= 2.26.3),RSQLite(>= 0.11.4),GenomicRanges(>= 1.12.5),rtracklayer(>= 1.20.4),XVector(>= 0.2.0),DBI(>= 0.2-7),GenomicAlignments(>= 0.99.17), methods,IRanges(>= 1.19.38)","Gviz(>= 1.7.4),RUnit,BiocGenerics",Software,2.14,2014-04-14
11335,cn.farms,1.12.0,LGPL (>= 2.0),"R (>= 2.11),Biobase, methods,ff,oligoClasses,snow","BiocGenerics,DBI,affxparser,oligo,DNAcopy,preprocessCore,lattice","pd.mapping250k.sty,pd.mapping250k.nsp,pd.genomewidesnp.5,pd.genomewidesnp.6",Software,2.14,2014-04-14
11336,cn.mops,1.10.1,LGPL (>= 2.0),"R (>= 2.12),BiocGenerics,Biobase,IRanges,GenomicRanges","methods, graphics,BiocGenerics,IRanges,Rsamtools","snow,DNAcopy",Software,2.14,2014-04-14
11337,CNORdt,1.6.0,GPL-2,"R (>= 1.8.0),CellNOptR(>= 0.99),abind",,,Software,2.14,2014-04-14
11338,CNORfeeder,1.4.0,GPL-3,"R (>= 2.15.0),CellNOptR(>= 1.4.0),graph",,"minet,catnet,igraph,Rgraphviz,RUnit,BiocGenerics",Software,2.14,2014-04-14
11339,CNORfuzzy,1.6.0,GPL-2,"R (>= 2.15.0),CellNOptR(>= 1.4.0),nloptr(>= 0.8.5)",,"xtable,Rgraphviz,RUnit,BiocGenerics",Software,2.14,2014-04-14
11340,CNORode,1.6.0,GPL-2,"CellNOptR(>= 1.5.14),genalg",,,Software,2.14,2014-04-14
11341,CNTools,1.20.0,LGPL,"R (>= 2.10), methods, tools, stats,genefilter",,,Software,2.14,2014-04-14
11342,cnvGSA,1.8.0,LGPL,"methods,brglm",,"cnvGSAdata,org.Hs.eg.db",Software,2.14,2014-04-14
11343,CNVrd2,1.2.0,GPL-2,"R (>= 3.0.0),DNAcopy, methods,Rsamtools,VariantAnnotation, parallel,rjags,ggplot2,gridExtra",IRanges,knitr,Software,2.14,2014-04-14
11344,CNVtools,1.58.0,GPL-3,"R (>= 2.10),survival",,,Software,2.14,2014-04-14
11345,cobindR,1.2.0,Artistic-2.0,,"yaml,seqinr,Biostrings,biomaRt,BSgenome, methods,gmp,mclust,rtfbs,gplots,IRanges","RUnit,BiocGenerics",Software,2.14,2014-04-14
11346,CoCiteStats,1.36.0,CPL,"R (>= 2.0),org.Hs.eg.db",AnnotationDbi,,Software,2.14,2014-04-14
11347,codelink,1.32.0,GPL-2,"R (>= 2.10),BiocGenerics(>= 0.3.2), methods,Biobase(>= 2.17.8),limma",annotate,"genefilter, parallel,knitr",Software,2.14,2014-04-14
11348,CoGAPS,1.14.0,GPL (== 2),"R (>= 2.9.0),R.utils(>= 1.2.4),gplots(>= 2.8.0)","graphics, grDevices, methods, stats, utils",,Software,2.14,2014-04-14
11349,coGPS,1.8.0,GPL-2,R (>= 2.13.0),"graphics, grDevices",limma,Software,2.14,2014-04-14
11350,COHCAP,1.0.2,GPL-3,"WriteXLS,COHCAPanno",,,Software,2.14,2014-04-14
11351,COMPASS,1.2.1,Artistic-2.0,R (>= 3.0.2),"Rcpp,data.table,RColorBrewer,scales, grid,plyr,knitr,abind,clue, grDevices, utils","flowWorkspace(>= 3.9.66),shiny,testthat,devtools,Kmisc",Software,2.14,2014-04-14
11352,compcodeR,1.0.0,GPL (>= 2),"R (>= 3.0.2),sm","tcltk,knitr(>= 1.2),markdown,ROCR,lattice(>= 0.16),gplots,gtools,gdata,caTools, grid,KernSmooth,MASS,ggplot2,stringr,modeest,edgeR,limma,vioplot, methods","BiocStyle,EBSeq,DESeq,DESeq2(>= 1.1.31),baySeq(>= 1.16.0),genefilter,NOISeq,DSS,TCC,samr,NBPSeq,HTSDiff",Software,2.14,2014-04-14
11353,CompGO,1.0.0,GPL-2,RDAVIDWebService,"rtracklayer,Rgraphviz,ggplot2,GenomicFeatures,TxDb.Mmusculus.UCSC.mm9.knownGene",,Software,2.14,2014-04-14
11354,ConsensusClusterPlus,1.18.0,GPL version 2,,"Biobase,ALL, graphics, stats, utils,cluster",,Software,2.14,2014-04-14
11355,convert,1.40.0,LGPL,"R (>= 2.6.0),Biobase(>= 1.15.33),limma(>= 1.7.0),marray, utils, methods",,,Software,2.14,2014-04-14
11356,copa,1.32.0,Artistic-2.0,"Biobase, methods",,colonCA,Software,2.14,2014-04-14
11357,COPDSexualDimorphism,1.0.0,LGPL-2.1,"COPDSexualDimorphism.data,NCBI2R,RColorBrewer,beeswarm,limma,GenomicRanges,gplots,gtools",,,Software,2.14,2014-04-14
11358,copynumber,1.4.0,Artistic-2.0,"R (>= 2.10),BiocGenerics","GenomicRanges,IRanges",,Software,2.14,2014-04-14
11359,CopyNumber450k,1.0.0,Artistic-2.0,"Biobase,minfi,DNAcopy,preprocessCore,BiocGenerics",methods,"CopyNumber450kData,minfiData",Software,2.14,2014-04-14
11360,Cormotif,1.10.0,GPL-2,"R (>= 2.12.0),affy,limma","affy, graphics, grDevices",,Software,2.14,2014-04-14
11361,CorMut,1.6.0,GPL-2,"seqinr,igraph",,,Software,2.14,2014-04-14
11362,coRNAi,1.14.0,Artistic-2.0,"R (>= 2.10),cellHTS2,limma,locfit","MASS,gplots,lattice, grDevices, graphics, stats",,Software,2.14,2014-04-14
11363,CORREP,1.30.0,GPL (>= 2),,"e1071, stats","cluster,MASS",Software,2.14,2014-04-14
11364,CoverageView,1.0.0,Artistic-2.0,"R (>= 2.10), methods,Rsamtools,rtracklayer","IRanges,GenomicRanges,GenomicAlignments, parallel, tools",,Software,2.14,2014-04-14
11365,cqn,1.10.0,Artistic-2.0,"R (>= 2.10.0),mclust,nor1mix, stats,preprocessCore, splines,quantreg",splines,"scales,edgeR",Software,2.14,2014-04-14
11366,CRImage,1.12.0,Artistic-2.0,"EBImage,DNAcopy,aCGH","MASS,e1071,foreach,sgeostat",,Software,2.14,2014-04-14
11367,CRISPRseek,1.0.3,GPL (>= 2),"R (>= 3.0.1),BiocGenerics,Biostrings,BSgenome",,"RUnit,BiocStyle,BSgenome.Hsapiens.UCSC.hg19,TxDb.Hsapiens.UCSC.hg19.knownGene",Software,2.14,2014-04-14
11368,crlmm,1.22.0,Artistic-2.0,"R (>= 2.14.0),oligoClasses(>= 1.21.12),preprocessCore(>= 1.17.7)","methods,Biobase(>= 2.15.4),BiocGenerics,affyio(>= 1.23.2),illuminaio,ellipse,mvtnorm, splines, stats,SNPchip, utils,lattice,ff,foreach,RcppEigen(>= 0.3.1.2.1),matrixStats,VGAM","hapmapsnp6,genomewidesnp6Crlmm(>= 1.0.7),GGdata,snpStats,RUnit",Software,2.14,2014-04-14
11369,CSAR,1.16.0,Artistic-2.0,"R (>= 2.15.0),IRanges,GenomicRanges","stats, utils","ShortRead,Biostrings",Software,2.14,2014-04-14
11370,CSSP,1.2.0,GPL-2,,"methods, splines, stats, utils",testthat,Software,2.14,2014-04-14
11371,ctc,1.38.0,GPL-2,amap,,,Software,2.14,2014-04-14
11372,cummeRbund,2.6.1,Artistic-2.0,"R (>= 2.7.0),BiocGenerics(>= 0.3.2),RSQLite,ggplot2,reshape2,fastcluster,rtracklayer,Gviz","methods,plyr,BiocGenerics","cluster,plyr",Software,2.14,2014-04-14
11373,customProDB,1.4.1,Artistic-2.0,"R (>= 3.0.1),IRanges,AnnotationDbi,biomaRt","IRanges,GenomicRanges,Rsamtools(>= 1.10.2),GenomicAlignments,Biostrings(>= 2.26.3),GenomicFeatures(>= 1.13.15),biomaRt(>= 2.17.1),stringr,RCurl,plyr,VariantAnnotation(>= 1.7.28),rtracklayer,RSQLite,AnnotationDbi",BSgenome.Hsapiens.UCSC.hg19,Software,2.14,2014-04-14
11374,cycle,1.18.0,GPL-2,"R (>= 2.10.0),Mfuzz","Biobase, stats",,Software,2.14,2014-04-14
11375,dagLogo,1.2.1,GPL (>=2),"R (>= 3.0.1), methods,biomaRt,grImport, grid,motifStack","pheatmap,Biostrings","XML,UniProt.ws,RUnit,BiocGenerics,BiocStyle",Software,2.14,2014-04-14
11376,daMA,1.36.0,GPL (>= 2),,"MASS, stats",,Software,2.14,2014-04-14
11377,DART,1.10.0,GPL-2,"R (>= 2.10.0),igraph(>= 0.6.0)",,"breastCancerVDX,breastCancerMAINZ,Biobase",Software,2.14,2014-04-14
11378,DASiR,1.4.0,LGPL (>= 3),"IRanges,GenomicRanges,XML,Biostrings",,,Software,2.14,2014-04-14
11379,DAVIDQuery,1.24.0,GPL-2,"RCurl(>= 1.4.0), utils",,,Software,2.14,2014-04-14
11380,DBChIP,1.8.0,GPL (>= 2),"R (>= 2.15.0),edgeR,DESeq",,"ShortRead,BiocGenerics",Software,2.14,2014-04-14
11381,ddCt,1.18.0,LGPL-3,"R (>= 2.3.0),Biobase(>= 1.10.0),RColorBrewer(>= 0.1-3),xtable,lattice, methods",,RUnit,Software,2.14,2014-04-14
11382,ddgraph,1.8.0,GPL-3,"graph, methods,Rcpp","bnlearn(>= 2.8),gtools,pcalg,RColorBrewer,plotrix,MASS","Rgraphviz,e1071,ROCR,testthat",Software,2.14,2014-04-14
11383,DECIPHER,1.10.1,GPL-3,"R (>= 2.13.0),Biostrings(>= 2.31.9),RSQLite(>= 0.9), stats, parallel","methods,IRanges,XVector",,Software,2.14,2014-04-14
11384,DeconRNASeq,1.6.0,GPL-2,"R (>= 2.14.0),limSolve,pcaMethods,ggplot2, grid",,,Software,2.14,2014-04-14
11385,DEDS,1.38.0,LGPL,R (>= 1.7.0),,,Software,2.14,2014-04-14
11386,deepSNV,1.10.0,GPL-3,"R (>= 2.13.0),Rsamtools(>= 1.4.3),GenomicRanges,IRanges,Biostrings,VGAM, methods, graphics,VariantAnnotation(>= 1.5.0), parallel",Rsamtools,"RColorBrewer,knitr",Software,2.14,2014-04-14
11387,DEGraph,1.16.0,GPL-3,"R (>= 2.10.0),R.utils","graph,KEGGgraph,lattice,mvtnorm,R.methodsS3,RBGL,Rgraphviz,rrcov,NCIgraph","corpcor,fields,graph,KEGGgraph,lattice,marray,RBGL,rrcov,Rgraphviz,NCIgraph",Software,2.14,2014-04-14
11388,DEGseq,1.18.0,LGPL (>=2),"R (>= 2.8.0),qvalue,samr, methods","graphics, grDevices, methods, stats, utils",,Software,2.14,2014-04-14
11389,deltaGseg,1.4.0,GPL-2,"R (>= 2.15.1), methods,ggplot2,changepoint,wavethresh,tseries,pvclust,fBasics, grid,reshape,scales",,knitr,Software,2.14,2014-04-14
11390,DESeq,1.16.0,GPL (>= 3),"BiocGenerics(>= 0.7.5),Biobase(>= 2.21.7),locfit,lattice","genefilter,geneplotter, methods,MASS,RColorBrewer","pasilla(>= 0.2.10),vsn,gplots",Software,2.14,2014-04-14
11391,DESeq2,1.4.5,GPL (>= 3),"GenomicRanges,IRanges,Rcpp(>= 0.10.1),RcppArmadillo(>= 0.3.4.4)","BiocGenerics(>= 0.7.5), methods,locfit,genefilter,geneplotter,RColorBrewer,lattice","RUnit,gplots,knitr,Biobase,BiocStyle,parathyroidSE,pasilla(>= 0.2.10),DESeq,vsn,GenomicAlignments,GenomicFeatures,Rsamtools,biomaRt",Software,2.14,2014-04-14
11392,DEXSeq,1.10.8,GPL (>= 3),"Biobase,GenomicRanges,IRanges,DESeq2(>= 1.3.69),BiocParallel","BiocGenerics,biomaRt,hwriter, methods,stringr,Rsamtools,statmod,geneplotter,genefilter,RColorBrewer","GenomicFeatures(>= 1.13.29),pasilla(>= 0.2.22),parathyroidSE,BiocStyle,knitr",Software,2.14,2014-04-14
11393,dexus,1.4.0,LGPL (>= 2.0),"R (>= 2.15), methods,BiocGenerics",,"parallel,statmod, stats,DESeq,RColorBrewer",Software,2.14,2014-04-14
11394,DFP,1.22.0,GPL-2,"methods,Biobase(>= 2.5.5)",,,Software,2.14,2014-04-14
11395,DiffBind,1.10.2,Artistic-2.0,"R (>= 2.15.0),GenomicRanges,limma,GenomicAlignments","RColorBrewer,amap,edgeR(>= 2.3.58),gplots, grDevices, stats, utils,IRanges,zlibbioc,lattice","DESeq,Rsamtools,DESeq2,BiocStyle",Software,2.14,2014-04-14
11396,diffGeneAnalysis,1.46.0,GPL,,"graphics, grDevices,minpack.lm(>= 1.0-4), stats, utils",,Software,2.14,2014-04-14
11397,DirichletMultinomial,1.6.0,LGPL-3,IRanges,"stats4, methods","lattice, parallel,MASS,RColorBrewer,xtable",Software,2.14,2014-04-14
