,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Suggests,Depends,Version,SystemRequirements,Imports Me,Depends On Me
hu6800.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hu6800",,,Artistic-2.0,,"methods,AnnotationDbi","adSplit,geneplotter,GlobalAncova,globaltest,idiogram,MLInterfaces,pcot2,SAGx","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
hu6800cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hu6800",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
hu6800probe,"AffymetrixChip,AnnotationData,Homo_sapiens,hu6800,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
hu6800subacdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hu6800suba",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
hu6800subbcdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hu6800subb",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
hu6800subccdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hu6800subc",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
hu6800subdcdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hu6800subd",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
huex.1.0.st.v2frmavecs,"AffymetrixChip,AnnotationData,Homo_sapiens,huex.1.0.st.v2",,,GPL (>= 2),,,,,R (>= 2.10.0),1.0.0,,,
huex10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,huex10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
huex10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,huex10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene.1.0.st.v1frmavecs,"AffymetrixChip,AnnotationData,Homo_sapiens,hugene.1.0.st.v1",,,GPL (>= 2),,,,,R (>= 2.10.0),1.0.0,,,
hugene10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi","ArrayTools,oneChannelGUI,pcaGoPromoter","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene10stv1cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,hugene10stv1",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
hugene10stv1probe,"AffymetrixChip,AnnotationData,Homo_sapiens,hugene10stv1,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
hugene11stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene11stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene11sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene11sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene20stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene20stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene20sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene20sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene21stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene21stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
hugene21sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,hugene21sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Hs.eg.db(>= 3.0.0)",8.2.0,,,
human.db0,"AnnotationData,Homo_sapiens,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",AnnotationForge,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)",3.0.0,,,
human1mduov3bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.4,,,
human1mv1cCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.3,,,
human370quadv3cCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.3,,,
human370v1cCrlmm,AnnotationData,,,Artistic-2.0,,utils,oligoClasses,,,1.0.2,,,
human550v3bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.4,,,
human610quadv1bCrlmm,AnnotationData,,,Artistic-2.0,,utils,"MinimumDistance,VanillaICE",,,1.0.3,,,
human650v3aCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.3,,,
human660quadv1aCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.3,,,
humanCHRLOC,"AnnotationData,FunctionalAnnotation,Homo_sapiens",,,"The Artistic License, Version 2.0",,,annotate,,R (>= 2.7.0),2.1.6,,,
humancytosnp12v2p1hCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.1,,,
humanomni1quadv1bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.3,,,
humanomni25quadv1bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.2,,,
humanomni5quadv1bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.0,,,
humanomniexpress12v1bCrlmm,AnnotationData,,,Artistic-2.0,,utils,,,,1.0.1,,,
hwgcod.db,"AnnotationData,ChipDb,CodelinkChip,Homo_sapiens,hwgcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
illuminaHumanWGDASLv3.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanWGDASLv3",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,
illuminaHumanWGDASLv4.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanWGDASLv4",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,
illuminaHumanv1.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanv1",,,Artistic-2.0,,"methods,AnnotationDbi","attract,BeadArrayUseCases,GGBase,GGtools,hmyriB36","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,GGdata
illuminaHumanv2.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanv2",,,Artistic-2.0,,"methods,AnnotationDbi",BeadArrayUseCases,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,
illuminaHumanv2BeadID.db,"AnnotationData,Homo_sapiens,IlluminaChip,illuminaHumanv2BeadID",,,Artistic-2.0,,"methods,AnnotationDbi",,annotate,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)",1.8.0,,,
illuminaHumanv3.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanv3",,,Artistic-2.0,,"methods,AnnotationDbi","beadarray,BeadArrayUseCases","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,
illuminaHumanv4.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,illuminaHumanv4",,,Artistic-2.0,,"methods,AnnotationDbi","blima,blimaTestingData","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",1.24.0,,,
illuminaMousev1.db,"AnnotationData,ChipDb,IlluminaChip,Mus_musculus,illuminaMousev1",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Mm.eg.db(>= 3.0.0)",1.24.0,,,
illuminaMousev1p1.db,"AnnotationData,ChipDb,IlluminaChip,Mus_musculus,illuminaMousev1p1",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Mm.eg.db(>= 3.0.0)",1.24.0,,,
illuminaMousev2.db,"AnnotationData,ChipDb,IlluminaChip,Mus_musculus,illuminaMousev2",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Mm.eg.db(>= 3.0.0)",1.24.0,,,
illuminaRatv1.db,"AnnotationData,ChipDb,IlluminaChip,Rattus_norvegicus,illuminaRatv1",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Rn.eg.db(>= 3.0.0)",1.24.0,,,
indac.db,"AnnotationData,ChipDb,Drosophila_melanogaster,INDACChip,indac",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Dm.eg.db(>= 3.0.0)",3.0.0,,,
lumiHumanAll.db,"AnnotationData,ChipDb,Homo_sapiens,IlluminaChip,lumiHumanAll",,,Artistic-2.0,,"methods,AnnotationDbi",lumi,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.23.25),org.Hs.eg.db(>= 2.10.1)",1.22.0,,MineICA,
lumiHumanIDMapping,"AnnotationData,Homo sapiens",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi","ind1KG,lumi",,"R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.13.13)",1.10.0,,,
lumiMouseAll.db,"AnnotationData,ChipDb,IlluminaChip,Mus_musculus,lumiMouseAll",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.23.25),org.Mm.eg.db(>= 2.10.1)",1.22.0,,,
lumiMouseIDMapping,"AnnotationData,Mus musculus",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.13.13)",1.10.0,,,
lumiRatAll.db,"AnnotationData,ChipDb,IlluminaChip,Rattus_norvegicus,lumiRatAll",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.23.25),org.Rn.eg.db(>= 2.10.1)",1.22.0,,,
lumiRatIDMapping,"AnnotationData,Rattus norvegicus",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.13.13)",1.10.0,,,
m10kcod.db,"AnnotationData,ChipDb,CodelinkChip,Mus_musculus,m10kcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
m20kcod.db,"AnnotationData,ChipDb,CodelinkChip,Mus_musculus,m20kcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
maizecdf,"AffymetrixChip,AnnotationData,Zea_mays,cdf,maize",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
maizeprobe,"AffymetrixChip,AnnotationData,Zea_mays,maize,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
malaria.db0,"AnnotationData,Plasmodium_falciparum,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)",3.0.0,,,
medicagocdf,"AffymetrixChip,AnnotationData,Medicago_trunculata,cdf,medicago",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
medicagoprobe,"AffymetrixChip,AnnotationData,Medicago_trunculata,medicago,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74a.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74acdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74a",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74aprobe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74a,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74av2.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74av2",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74av2cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74av2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74av2probe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74av2,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74b.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74b",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74bcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74b",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74bprobe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74b,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74bv2.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74bv2",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74bv2cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74bv2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74bv2probe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74bv2,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74c.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74c",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74ccdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74c",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74cprobe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74c,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mgu74cv2.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mgu74cv2",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgu74cv2cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mgu74cv2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mgu74cv2probe,"AffymetrixChip,AnnotationData,Mus_musculus,mgu74cv2,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mguatlas5k.db,"AnnotationData,ChipDb,ClontechChip,Mus_musculus,mguatlas5k",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgug4104a.db,"AgilentChip,AnnotationData,ChipDb,Mus_musculus,mgug4104a",,,Artistic-2.0,,"methods,AnnotationDbi",gCMAPWeb,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgug4120a.db,"AgilentChip,AnnotationData,ChipDb,Mus_musculus,mgug4120a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgug4121a.db,"AgilentChip,AnnotationData,ChipDb,Mus_musculus,mgug4121a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mgug4122a.db,"AgilentChip,AnnotationData,ChipDb,Mus_musculus,mgug4122a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mi16cod.db,"AnnotationData,ChipDb,CodelinkChip,Mus_musculus,mi16cod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
miRNAtap.db,"AnnotationData,miRNA",,,GPL-2,,"AnnotationDbi,DBI,RSQLite,miRNAtap",miRNAtap,,miRNAtap,0.99.6,,,
mirbase.db,"AnnotationData,FunctionalAnnotation",,,file LICENSE,,"methods,AnnotationDbi",GenomicFeatures,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.22.5)",1.2.0,,,
mirna102xgaincdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,mirna102xgain",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mirna10cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,mirna10",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mirna10probe,"AffymetrixChip,AnnotationData,Homo_sapiens,mirna10,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mirna20cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,mirna20",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mm24kresogen.db,"AnnotationData,Mus_musculus,RNG_MRCChip,mm24kresogen",,,Artistic-2.0,,"methods,AnnotationDbi",,annotate,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.19),org.Mm.eg.db(>= 2.5.0)",2.5.0,,,
moe430a.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,moe430a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
moe430acdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,moe430a",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
moe430aprobe,"AffymetrixChip,AnnotationData,Mus_musculus,moe430a,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
moe430b.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,moe430b",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
moe430bcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,moe430b",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
moe430bprobe,"AffymetrixChip,AnnotationData,Mus_musculus,moe430b,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
moex10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,moex10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
moex10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,moex10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene.1.0.st.v1frmavecs,"AffymetrixChip,AnnotationData,Homo_sapiens,mogene.1.0.st.v1",,,GPL (>= 2),,,,,R (>= 2.10.0),1.0.0,,,
mogene10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi","oneChannelGUI,pcaGoPromoter","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene10stv1cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mogene10stv1",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mogene10stv1probe,"AffymetrixChip,AnnotationData,Mus_musculus,mogene10stv1,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mogene11stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene11stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene11sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene11sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene20stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene20stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene20sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene20sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene21stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene21stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mogene21sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mogene21sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mouse.db0,"AnnotationData,Mus_musculus,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)",3.0.0,,,
mouse4302.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mouse4302",,,Artistic-2.0,,"methods,AnnotationDbi","ChIPXpress,MLP,pcaGoPromoter","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,Hiiragi2013
mouse4302cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mouse4302",,,LGPL,,AnnotationDbi,ChIPXpress,,utils,2.15.0,,,
mouse4302frmavecs,"AffymetrixChip,AnnotationData,Mus_musculus,mouse4302",,,GPL (>= 2),,,ChIPXpress,,R (>= 2.10.0),1.3.0,,,
mouse4302probe,"AffymetrixChip,AnnotationData,Mus_musculus,mouse4302,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mouse430a2.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mouse430a2",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mouse430a2cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mouse430a2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mouse430a2frmavecs,"AffymetrixChip,AnnotationData,Mus_musculus,mouse430a2",,,GPL (>= 2),,,,,R (>= 2.10.0),1.1.0,,,
mouse430a2probe,"AffymetrixChip,AnnotationData,Mus_musculus,mouse430a2,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mouseCHRLOC,"AnnotationData,FunctionalAnnotation,Mus_musculus",,,"The Artistic License, Version 2.0",,,,,R (>= 2.7.0),2.1.6,,,
